DEPP;CODCOMP;COMP;DEP;CODCOM;COM;PMUN;PCAP;PTOT
89;003;Montholon;89;078;Champvallon;366;16;382
89;086;Charny Orée de Puisaye;89;086;Charny;1451;18;1469
89;283;Ouanne;89;090;Chastenay;111;3;114
89;086;Charny Orée de Puisaye;89;097;Chêne-Arnoult;106;1;107
89;086;Charny Orée de Puisaye;89;103;Chevillon;313;14;327
89;411;Les Vallées de la Vanne;89;107;Chigy;341;5;346
89;197;Guillon-Terre-Plaine;89;109;Cisery;55;0;55
89;407;Tanlay;89;114;Commissey;188;9;197
89;130;Deux Rivières;89;130;Cravant;817;25;842
89;086;Charny Orée de Puisaye;89;138;Dicy;304;7;311
89;014;Arces-Dilo;89;140;Dilo;64;3;67
89;233;Lucy-sur-Cure;89;157;Essert;65;1;66
89;414;Thorigny-sur-Oreuse;89;166;Fleurigny;361;11;372
89;405;Les Hauts de Forterre;89;174;Fontenailles;66;1;67
89;086;Charny Orée de Puisaye;89;178;Fontenouilles;213;4;217
89;086;Charny Orée de Puisaye;89;192;Grandchamp;341;9;350
89;196;Valravillon;89;196;Guerchy;751;20;771
89;197;Guillon-Terre-Plaine;89;197;Guillon;434;10;444
89;196;Valravillon;89;213;Laduz;291;12;303
89;073;Champignelles;89;231;Louesme;58;1;59
89;086;Charny Orée de Puisaye;89;241;Malicorne;148;3;151
89;086;Charny Orée de Puisaye;89;243;Marchais-Beton;122;2;124
89;405;Les Hauts de Forterre;89;260;Molesmes;172;4;176
89;196;Valravillon;89;275;Neuilly;440;12;452
89;420;Treigny-Perreuse-Sainte-Colombe;89;293;Perreuse;63;1;64
89;086;Charny Orée de Puisaye;89;294;Perreux;330;3;333
89;086;Charny Orée de Puisaye;89;317;Prunoy;277;2;279
89;439;Vergigny;89;322;Rebourseaux;295;5;300
89;441;Vermenton;89;330;Sacy;167;1;168
89;334;Le Val d'Ocre;89;334;Saint-Aubin-Château-Neuf;503;6;509
89;420;Treigny-Perreuse-Sainte-Colombe;89;340;Sainte-Colombe-sur-Loing;218;2;220
89;086;Charny Orée de Puisaye;89;343;Saint-Denis-sur-Ouanne;142;1;143
89;334;Le Val d'Ocre;89;356;Saint-Martin-sur-Ocre;52;1;53
89;414;Thorigny-sur-Oreuse;89;357;Saint-Martin-sur-Oreuse;388;9;397
89;086;Charny Orée de Puisaye;89;358;Saint-Martin-sur-Ouanne;376;2;378
89;407;Tanlay;89;372;Saint-Vinnemer;229;4;233
89;197;Guillon-Terre-Plaine;89;381;Sceaux;116;2;118
89;344;Saint-Fargeau;89;389;Septfonds;137;0;137
89;263;Monéteau;89;401;Sougères-sur-Sinotte;500;11;511
89;405;Les Hauts de Forterre;89;405;Taingy;261;4;265
89;411;Les Vallées de la Vanne;89;411;Theil-sur-Vanne;449;8;457
89;420;Treigny-Perreuse-Sainte-Colombe;89;420;Treigny;726;18;744
89;197;Guillon-Terre-Plaine;89;421;Trévilly;58;1;59
89;411;Les Vallées de la Vanne;89;429;Vareilles;230;5;235
89;024;Auxerre;89;435;Vaux;411;13;424
89;197;Guillon-Terre-Plaine;89;448;Vignes;73;2;75
89;086;Charny Orée de Puisaye;89;454;Villefranche;588;9;597
89;196;Valravillon;89;457;Villemer;270;7;277
89;003;Montholon;89;473;Villiers-sur-Tholon;470;13;483
89;472;Villiers-Saint-Benoît;89;476;La Villotte;83;0;83
89;003;Montholon;89;484;Volgré;307;11;318
91;390;Le Mérévillois;91;222;Estouches;254;4;258
91;390;Le Mérévillois;91;390;Méréville;3053;39;3092
