"Code","Primary Role Name","Geographic Local Authority Name"
"NXXWL","INDEPENDENT SECTOR H/C PROVIDER SITE","DERBYSHIRE COUNTY COUNCIL"
"NXXWM","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF CAMDEN"
"NXXWN","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"ADP07","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NBGJ4","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NBGJ5","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NBGJ6","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"ADP08","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"ADP06","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NV60D","INDEPENDENT SECTOR H/C PROVIDER SITE","CUMBERLAND COUNCIL"
"NV60E","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NYG0A","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NYG0C","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NYG0D","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NYG0E","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NYG0F","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NYG0G","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NYG0H","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NV60F","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NYNQ7","INDEPENDENT SECTOR H/C PROVIDER SITE","STOKE-ON-TRENT CITY COUNCIL"
"NYNQ8","INDEPENDENT SECTOR H/C PROVIDER SITE","LIVERPOOL CITY COUNCIL"
"AAT30","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE WEST AND CHESTER COUNCIL"
"DFE02","INDEPENDENT SECTOR H/C PROVIDER SITE","DURHAM COUNTY COUNCIL"
"DFE03","INDEPENDENT SECTOR H/C PROVIDER SITE","DURHAM COUNTY COUNCIL"
"ANQ02","INDEPENDENT SECTOR H/C PROVIDER SITE","DURHAM COUNTY COUNCIL"
"NMG0A","INDEPENDENT SECTOR H/C PROVIDER SITE","DARLINGTON BOROUGH COUNCIL"
"NMG0C","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WOLVERHAMPTON COUNCIL"
"NL853","INDEPENDENT SECTOR H/C PROVIDER SITE","KIRKLEES COUNCIL"
"AHV02","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BRENT"
"NT9C9","INDEPENDENT SECTOR H/C PROVIDER SITE","SOUTHEND-ON-SEA BOROUGH COUNCIL"
"DFQ01","INDEPENDENT SECTOR H/C PROVIDER SITE","NORFOLK COUNTY COUNCIL"
"NTPC5","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NBG1X","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"DFR01","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF KENSINGTON AND CHELSEA"
"DFT01","INDEPENDENT SECTOR H/C PROVIDER SITE","HAMPSHIRE COUNTY COUNCIL"
"DFV01","INDEPENDENT SECTOR H/C PROVIDER SITE","WIGAN METROPOLITAN BOROUGH COUNCIL"
"DFW01","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NW60A","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF KENSINGTON AND CHELSEA"
"NW60C","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF KENSINGTON AND CHELSEA"
"NW60D","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF KENSINGTON AND CHELSEA"
"NW60E","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF LONDON CORPORATION"
"NW60F","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WESTMINSTER"
"NW60G","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF TOWER HAMLETS"
"NW60H","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WESTMINSTER"
"NW60J","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WESTMINSTER"
"NW60K","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF LONDON CORPORATION"
"NW60L","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF KINGSTON UPON THAMES"
"NW60M","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF LONDON CORPORATION"
"NW60P","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BARNET"
"NV11D","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NW60Q","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF LONDON CORPORATION"
"NW60R","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF LONDON CORPORATION"
"NNFA7","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"NNFA8","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"NL20A","INDEPENDENT SECTOR H/C PROVIDER SITE","BRIGHTON AND HOVE CITY COUNCIL"
"NFO30","INDEPENDENT SECTOR H/C PROVIDER SITE","STOCKPORT METROPOLITAN BOROUGH COUNCIL"
"NLU0A","INDEPENDENT SECTOR H/C PROVIDER SITE","CARDIFF UA"
"NLU0C","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NLU0D","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HAMMERSMITH & FULHAM"
"NLU0E","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NV60G","INDEPENDENT SECTOR H/C PROVIDER SITE","CUMBERLAND COUNCIL"
"NMJ25","INDEPENDENT SECTOR H/C PROVIDER SITE","COVENTRY CITY COUNCIL"
"AEG02","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF SOUTHWARK"
"NW617","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF CAMDEN"
"NW618","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WESTMINSTER"
"NW619","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF KENSINGTON AND CHELSEA"
"NW620","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WESTMINSTER"
"NW621","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF SOUTHWARK"
"DFX01","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WESTMINSTER"
"DFX02","INDEPENDENT SECTOR H/C PROVIDER SITE","LEEDS CITY COUNCIL"
"DFX03","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NRP0F","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NRP54","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NRP55","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NRP56","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"DFY01","INDEPENDENT SECTOR H/C PROVIDER SITE","WILTSHIRE COUNCIL"
"DFY02","INDEPENDENT SECTOR H/C PROVIDER SITE","WILTSHIRE COUNCIL"
"NT10F","INDEPENDENT SECTOR H/C PROVIDER SITE","NORFOLK COUNTY COUNCIL"
"NT10G","INDEPENDENT SECTOR H/C PROVIDER SITE","NORFOLK COUNTY COUNCIL"
"DG001","INDEPENDENT SECTOR H/C PROVIDER SITE","WIGAN METROPOLITAN BOROUGH COUNCIL"
"NQT4M","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NQT4N","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NQT4P","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NQT4Q","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NQT4R","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NQT4T","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NQT4W","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NQT4X","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NQT4Y","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NQT5F","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NQT5G","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NO00N","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NO00M","INDEPENDENT SECTOR H/C PROVIDER SITE","KIRKLEES COUNCIL"
"NEM0M","INDEPENDENT SECTOR H/C PROVIDER SITE","STOCKPORT METROPOLITAN BOROUGH COUNCIL"
"DG201","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NTPC6","INDEPENDENT SECTOR H/C PROVIDER SITE","HAMPSHIRE COUNTY COUNCIL"
"NXVD5","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NXVD6","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF WANDSWORTH"
"NXVD7","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST SUSSEX COUNTY COUNCIL"
"NXVD8","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NXVD9","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NXVE0","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NXVE1","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NXVE2","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST SUSSEX COUNTY COUNCIL"
"NXVE3","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST SUSSEX COUNTY COUNCIL"
"NO00P","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NO00Q","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAMSHIRE COUNTY COUNCIL"
"DG301","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF LAMBETH"
"NQT5H","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NIB11","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NXVE4","INDEPENDENT SECTOR H/C PROVIDER SITE","READING BOROUGH COUNCIL"
"DG401","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF SOUTHWARK"
"DE825","INDEPENDENT SECTOR H/C PROVIDER SITE","ST HELENS COUNCIL"
"DE826","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAMSHIRE COUNTY COUNCIL"
"ADP09","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"DG601","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE WEST AND CHESTER COUNCIL"
"NEP3Y","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST SUSSEX COUNTY COUNCIL"
"NV11E","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NY60Q","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH EAST LINCOLNSHIRE COUNCIL"
"NY60R","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH LINCOLNSHIRE COUNCIL"
"NVC0N","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTERSHIRE COUNTY COUNCIL"
"NLO25","INDEPENDENT SECTOR H/C PROVIDER SITE","SUNDERLAND CITY COUNCIL"
"NY60T","INDEPENDENT SECTOR H/C PROVIDER SITE","BARNSLEY METROPOLITAN BOROUGH COUNCIL"
"NCN0J","INDEPENDENT SECTOR H/C PROVIDER SITE","WORCESTERSHIRE COUNTY COUNCIL"
"NCN0K","INDEPENDENT SECTOR H/C PROVIDER SITE","WORCESTERSHIRE COUNTY COUNCIL"
"NHT0A","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WOLVERHAMPTON COUNCIL"
"NHT0C","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WOLVERHAMPTON COUNCIL"
"NHT0D","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WOLVERHAMPTON COUNCIL"
"NHT0E","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WOLVERHAMPTON COUNCIL"
"NHT0F","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WOLVERHAMPTON COUNCIL"
"NHT0G","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WOLVERHAMPTON COUNCIL"
"NT30C","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DG701","INDEPENDENT SECTOR H/C PROVIDER SITE","MANCHESTER CITY COUNCIL"
"NBG1Y","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"DG801","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"DG901","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF SUTTON"
"DG902","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF MERTON"
"NV11F","INDEPENDENT SECTOR H/C PROVIDER SITE","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"DGA01","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"DGC01","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"DGC02","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"DGD01","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF KENSINGTON AND CHELSEA"
"DGE01","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"DGA02","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NVC0P","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTERSHIRE COUNTY COUNCIL"
"NL53F","INDEPENDENT SECTOR H/C PROVIDER SITE","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NEP4A","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST SUSSEX COUNTY COUNCIL"
"NEP4C","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST SUSSEX COUNTY COUNCIL"
"NEP4D","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST SUSSEX COUNTY COUNCIL"
"NEP4E","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST SUSSEX COUNTY COUNCIL"
"NYNQ9","INDEPENDENT SECTOR H/C PROVIDER SITE","BRIGHTON AND HOVE CITY COUNCIL"
"NYNR1","INDEPENDENT SECTOR H/C PROVIDER SITE","MANCHESTER CITY COUNCIL"
"NYNR2","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"DGE02","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"DGE03","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NBG2E","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAMSHIRE COUNTY COUNCIL"
"NBG2K","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"DGF01","INDEPENDENT SECTOR H/C PROVIDER SITE","BUCKINGHAMSHIRE COUNCIL"
"ATK02","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"ATK03","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"DG302","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NT9D1","INDEPENDENT SECTOR H/C PROVIDER SITE","SALFORD CITY COUNCIL"
"DGG01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HILLINGDON"
"AVC05","INDEPENDENT SECTOR H/C PROVIDER SITE","OLDHAM METROPOLITAN BOROUGH COUNCIL"
"AVC06","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"NI403","INDEPENDENT SECTOR H/C PROVIDER SITE","MIDDLESBROUGH BOROUGH COUNCIL"
"DFJ02","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BEXLEY"
"DFJ03","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BEXLEY"
"NEP4F","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST SUSSEX COUNTY COUNCIL"
"NEP4G","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NWV0A","INDEPENDENT SECTOR H/C PROVIDER SITE","GLOUCESTERSHIRE COUNTY COUNCIL"
"NWV0C","INDEPENDENT SECTOR H/C PROVIDER SITE","GLOUCESTERSHIRE COUNTY COUNCIL"
"NXXWP","INDEPENDENT SECTOR H/C PROVIDER SITE","KIRKLEES COUNCIL"
"NXXWQ","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WOLVERHAMPTON COUNCIL"
"AAT31","INDEPENDENT SECTOR H/C PROVIDER SITE","SOLIHULL METROPOLITAN BOROUGH COUNCIL"
"NGP0K","INDEPENDENT SECTOR H/C PROVIDER SITE","PETERBOROUGH CITY COUNCIL"
"DGH01","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST SUSSEX COUNTY COUNCIL"
"NVC0Q","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"DGJ01","INDEPENDENT SECTOR H/C PROVIDER SITE","OLDHAM METROPOLITAN BOROUGH COUNCIL"
"NQT5J","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NQT5K","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT5L","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"DGK01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF LEWISHAM"
"NT20A","INDEPENDENT SECTOR H/C PROVIDER SITE","CARDIFF UA"
"DGL01","INDEPENDENT SECTOR H/C PROVIDER SITE","STOCKPORT METROPOLITAN BOROUGH COUNCIL"
"DGM01","INDEPENDENT SECTOR H/C PROVIDER SITE","CORNWALL COUNCIL"
"NY60V","INDEPENDENT SECTOR H/C PROVIDER SITE","ROCHDALE METROPOLITAN BOROUGH COUNCIL"
"AMC04","INDEPENDENT SECTOR H/C PROVIDER SITE","ROCHDALE METROPOLITAN BOROUGH COUNCIL"
"DGN01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF CAMDEN"
"NYNR3","INDEPENDENT SECTOR H/C PROVIDER SITE","WESTMORLAND AND FURNESS COUNCIL"
"AY106","INDEPENDENT SECTOR H/C PROVIDER SITE","LUTON BOROUGH COUNCIL"
"NO00R","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NO00T","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NO00V","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NO00W","INDEPENDENT SECTOR H/C PROVIDER SITE","LUTON BOROUGH COUNCIL"
"DGP01","INDEPENDENT SECTOR H/C PROVIDER SITE","COVENTRY CITY COUNCIL"
"DGQ01","INDEPENDENT SECTOR H/C PROVIDER SITE","BUCKINGHAMSHIRE COUNCIL"
"DGR01","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"DE827","INDEPENDENT SECTOR H/C PROVIDER SITE","STOKE-ON-TRENT CITY COUNCIL"
"DE828","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST NORTHAMPTONSHIRE COUNCIL"
"DE829","INDEPENDENT SECTOR H/C PROVIDER SITE","MIDDLESBROUGH BOROUGH COUNCIL"
"DE830","INDEPENDENT SECTOR H/C PROVIDER SITE","DARLINGTON BOROUGH COUNCIL"
"NT185","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST SUSSEX COUNTY COUNCIL"
"NEM0N","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"ARA02","INDEPENDENT SECTOR H/C PROVIDER SITE","HAMPSHIRE COUNTY COUNCIL"
"AF005","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF CROYDON"
"DGT01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF CAMDEN"
"DGV01","INDEPENDENT SECTOR H/C PROVIDER SITE","NEWCASTLE CITY COUNCIL"
"DGV02","INDEPENDENT SECTOR H/C PROVIDER SITE","SUNDERLAND CITY COUNCIL"
"NXX1M","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NXX1N","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NXX1P","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NXX1Q","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NXX1R","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAMSHIRE COUNTY COUNCIL"
"NQT5M","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT5N","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT5P","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT5R","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT5W","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT5X","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT5Y","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6A","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6C","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6D","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6E","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6F","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6G","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6H","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6J","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6K","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6L","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6M","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6N","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6P","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6Q","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6R","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6W","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6X","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT6Y","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT7A","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT7C","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT7D","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT7E","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT7F","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NQT7G","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NNFA9","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"NNFA0","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"NNFC1","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"DE831","INDEPENDENT SECTOR H/C PROVIDER SITE","WIGAN METROPOLITAN BOROUGH COUNCIL"
"DE832","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF LEWISHAM"
"NR559","INDEPENDENT SECTOR H/C PROVIDER SITE","CORNWALL COUNCIL"
"DGX01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF MERTON"
"DGX02","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF MERTON"
"NT4F0","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"DGY01","INDEPENDENT SECTOR H/C PROVIDER SITE","DUDLEY METROPOLITAN BOROUGH COUNCIL"
"NO00Y","INDEPENDENT SECTOR H/C PROVIDER SITE","KIRKLEES COUNCIL"
"NT266","INDEPENDENT SECTOR H/C PROVIDER SITE","REDCAR AND CLEVELAND BOROUGH COUNCIL"
